nr;naam;website;platform;redesign_score;actief_score;totaalscore;redesign_signalen;activiteit_signalen;advies
14;HRM.ForYou;https://staffingforyou-nl.webnode.nl/;Webnode;84;75;80;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
15;Hovenier Lelystad voor een mooie tuin;https://hovenier-lelystad.webnode.nl/;Webnode;84;74;80;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
16;Samen kansen pakken...;https://mkb-today.webnode.nl/;Webnode;84;74;80;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
17;Meditatie van de dag;https://www.evangelie-voor-elke-dag.nl/;Webnode;64;98;79;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
18;Club Amnesia;https://club-amnesia.webnode.be/;Webnode;84;72;79;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
19;icselhoeda;https://icselhoeda.webnode.nl/;Webnode;64;93;77;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
20;Stukadoor Edwin Veldt;https://stucadoorsbedrijfedwinveldt.webnode.nl/;Webnode;64;90;76;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
21;BK-events;https://bk-events.webnode.nl/;Webnode;64;90;76;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
22;"kip aan &#039;t spit: &#039;t grill-hespje";https://kip-aan-t-spit-t-grill-hespje0.webnode.be/;Webnode;84;64;75;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag;Mogelijke lead: korte check doen
23;Arnolds Blumengrosshandel;https://arnolds-blumengrosshandel.webnode.nl/;Webnode;84;62;74;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
24;FAIR-FREIGHT;https://fairfreight-nl.webnode.nl/;Webnode;66;82;73;gratis/builder-subdomein | builder-footer/branding | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
25;deoliebollengigant.nl;https://deoliebollengigant-nl.webnode.nl/;Webnode;84;60;73;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | offerte/aanvraag;Mogelijke lead: korte check doen
26;Bloom Projects;https://bloomprojects.webnode.nl/;Webnode;84;60;73;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
27;deloftdiksmuide;https://deloftdiksmuide.webnode.be/;Webnode;84;60;73;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
28;Lastminutes.be;https://lastminutes-be.webnode.nl/;Webnode;84;60;73;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
29;nvtrading.be;https://nvtrading-be.webnode.be/;Webnode;84;60;73;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
30;www.desertdreamsegypt.com;https://desertdreamsegypt-com.webnode.nl/;Webnode;94;48;73;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw | verouderd/onder constructie-signaal;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | brancheterm | site incompleet;Mogelijke lead: korte check doen
31;Kaartleggingen | kaartleggingen.jouwweb.be;https://kaartleggingen.jouwweb.be/;JouwWeb;58;88;72;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
32;Alfa Import;https://alfa-import.webnode.nl/;Webnode;64;82;72;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
33;onderhoud en schilderbedrijf;https://schildersbedrijf-d-de-bruin.webnode.nl/;Webnode;64;82;72;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
34;Frankvaneschtimmerwerken;https://frankvaneschtimmerwerken.webnode.nl/;Webnode;64;82;72;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
35;2React SCS;https://schimmel-sanering.webnode.nl/;Webnode;64;82;72;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
36;Radner leeskaart;https://www.radnerleeskaart.com/;Webnode;64;80;71;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
37;chocolates in a box;https://chocolates-in-a-box1.webnode.be/;Webnode;64;79;71;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
38;Capéau;https://capeau.webnode.be/;Webnode;84;52;70;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
39;De vier jaargetijden planten;https://www.devierjaargetijdenplanten.com/;Webnode;64;76;69;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | offerte/aanvraag;Hot lead: eerst actief verifiëren, daarna benaderen
40;www.bvvs.be;https://bvvs-be.webnode.be/;Webnode;64;76;69;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
41;Uitzonderlijke behandelingen, speciale massage;https://www.magievaneenheid.be/;Webnode;64;74;69;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
42;Agorta Bouw;https://agorta-bouw.webnode.nl/;Webnode;64;74;69;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
43;Lef Meubelen;https://lef-meubelen-nl.webnode.nl/;Webnode;64;72;68;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
44;W.Coenen Hovenier Schijndel;https://hovenier-schijndel.webnode.nl/;Webnode;64;72;68;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
45;Vormselcatechesewelle | vormselcatechesewelle.jouwweb.be;https://vormselcatechesewelle.jouwweb.be/;JouwWeb;52;85;67;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag;Mogelijke lead: korte check doen
46;D.R. Visser Timmerwerken;https://drvissertimmerwerken.webnode.nl/;Webnode;64;70;67;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | offerte/aanvraag;Hot lead: eerst actief verifiëren, daarna benaderen
47;Noort Elektrotechniek BV;https://noort.webnode.nl/;Webnode;64;70;67;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
48;Starchild FENE | nieuwetijdskinderen.jouwweb.be;https://nieuwetijdskinderen.jouwweb.be/;JouwWeb;46;88;65;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
49;Delicious Cupcakes & Taarten | delicious-cupcakes-taarten.jouwweb.nl;https://delicious-cupcakes-taarten.jouwweb.nl/;JouwWeb;52;80;65;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
50;Vaargroep Groningen;https://vaargroepgroningen-nl.webnode.nl/;Webnode;64;66;65;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
51;Pedicurepraktijk-nathalie-be8;https://www.pedicurepraktijk-nathalie.be/;Webnode;34;100;64;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
52;DAKKAPELLEN GOEDKOPER;https://dakkapel.jouwweb.nl/;JouwWeb;46;86;64;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
53;BUSREIZEN | busreizen.jouwweb.be;https://busreizen.jouwweb.be/;JouwWeb;46;86;64;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
54;Proctologiekliniek;https://proctologiekliniek7.webnode.nl/;Webnode;64;64;64;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | zakelijke/operationele info | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
55;Silly Sweets;https://www.sillysweets.be/;Webnode;64;64;64;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag;Mogelijke lead: korte check doen
56;Maastricht promotions.com;https://maastricht-promotions-com.webnode.nl/;Webnode;64;63;64;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | social/map-link aanwezig | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
57;Voetreflexbyhands4u.nl;https://www.voetreflexbyhands4u.nl/;JouwWeb;32;100;63;gratis/builder-subdomein | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | social/map-link aanwezig | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
58;Willemijn van der Linden - tango in Buenos Aires;https://www.tangoinbuenosaires.nl/;Webnode;38;93;63;gratis/builder-subdomein | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
59;HOME | adatto.jouwweb.nl;https://adatto.jouwweb.nl/;JouwWeb;52;76;63;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | offerte/aanvraag;Mogelijke lead: korte check doen
60;Philip Hoorne Photography & Wall Art;https://philiphoornefotografie.jouwweb.be/;JouwWeb;58;70;63;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | recent jaartal op site | contactblok aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Hot lead: eerst actief verifiëren, daarna benaderen
61;Yolande van der Meulen;https://www.yovandermeulen.nl/;Webnode;64;62;63;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | offerte/aanvraag;Mogelijke lead: korte check doen
62;welkom bij vitalesenior;https://vitalesenior.webnode.nl/;Webnode;64;62;63;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
63;Gracering voor Indische catering;https://gracering.webnode.nl/;Webnode;46;82;62;gratis/builder-subdomein | builder-footer/branding | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
64;Homepage | hongerdijk.jouwweb.nl;https://hongerdijk.jouwweb.nl/;JouwWeb;46;81;62;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag;Mogelijke lead: korte check doen
65;Green Energy Construction;https://green-energy-construction.webnode.nl/;Webnode;64;60;62;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
66;www.waterfund.eu;https://waterfund-eu.webnode.nl/;Webnode;64;60;62;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | offerte/aanvraag;Mogelijke lead: korte check doen
67;Hairextensions-natacha;https://www.hairextensions-natacha.com/;Webnode;34;95;61;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
68;BBC Express B.V;https://bbcexpress.jouwweb.nl/;JouwWeb;38;90;61;gratis/builder-subdomein | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
69;Tros Radar woekerpolis | tros-radar-woekerpolis.jouwweb.nl;https://tros-radar-woekerpolis.jouwweb.nl/;JouwWeb;46;80;61;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
70;Dwerggeitjes | dwerggeit.jouwweb.be;https://dwerggeit.jouwweb.be/;JouwWeb;52;71;61;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | social/map-link aanwezig | offerte/aanvraag;Mogelijke lead: korte check doen
71;Web Builder Bedrijf Nederland;https://wbbnl.webnode.nl/;Webnode;64;56;60;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | brancheterm | site incompleet;Mogelijke lead: korte check doen
